time(UTC),temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure,Month_Day_Time,Month_Day_Time_numeric
2017-01-01 00:00:00+00:00,-1.91,85.94,0.0,0.0,0.0,285.7,3.45,145.0,100100.0,2025-01-01 00:00:00+00:00,1735689600.0
2017-01-01 01:00:00+00:00,-1.5,86.37,0.0,0.0,0.0,287.77,3.55,157.0,100040.0,2025-01-01 01:00:00+00:00,1735693200.0
2017-01-01 02:00:00+00:00,-1.08,86.81,0.0,0.0,0.0,289.84,3.64,165.0,99960.0,2025-01-01 02:00:00+00:00,1735696800.0
2017-01-01 03:00:00+00:00,-0.67,87.24,0.0,0.0,0.0,291.91,3.74,174.0,99920.0,2025-01-01 03:00:00+00:00,1735700400.0
2017-01-01 04:00:00+00:00,-0.25,87.67,0.0,0.0,0.0,293.98,3.83,182.0,99870.0,2025-01-01 04:00:00+00:00,1735704000.0
2017-01-01 05:00:00+00:00,0.16,88.1,0.0,0.0,0.0,296.05,3.93,186.0,99840.0,2025-01-01 05:00:00+00:00,1735707600.0
2017-01-01 06:00:00+00:00,0.58,88.54,0.0,0.0,0.0,298.12,4.02,195.0,99830.0,2025-01-01 06:00:00+00:00,1735711200.0
2017-01-01 07:00:00+00:00,0.99,88.97,0.0,0.0,0.0,300.2,4.12,208.0,99950.0,2025-01-01 07:00:00+00:00,1735714800.0
2017-01-01 08:00:00+00:00,0.58,92.0,0.0,0.0,0.0,287.95,3.72,226.0,100010.0,2025-01-01 08:00:00+00:00,1735718400.0
2017-01-01 09:00:00+00:00,0.38,88.5,0.0,0.0,0.0,265.3,4.48,239.0,100050.0,2025-01-01 09:00:00+00:00,1735722000.0
2017-01-01 10:00:00+00:00,0.18,85.15,0.0,0.0,0.0,266.85,5.17,249.0,100170.0,2025-01-01 10:00:00+00:00,1735725600.0
2017-01-01 11:00:00+00:00,-0.16,88.45,0.0,0.0,0.0,250.2,6.0,257.0,100350.0,2025-01-01 11:00:00+00:00,1735729200.0
2017-01-01 12:00:00+00:00,-0.6,88.45,0.0,0.0,0.0,267.45,6.14,262.0,100550.0,2025-01-01 12:00:00+00:00,1735732800.0
2017-01-01 13:00:00+00:00,-1.18,85.0,60.8,434.47,40.1,280.4,6.34,269.0,100740.0,2025-01-01 13:00:00+00:00,1735736400.0
2017-01-01 14:00:00+00:00,-1.95,78.35,136.25,208.81,98.55,271.1,6.48,273.0,100940.0,2025-01-01 14:00:00+00:00,1735740000.0
2017-01-01 15:00:00+00:00,-2.61,75.2,217.45,403.16,103.7,270.15,6.41,274.0,101120.0,2025-01-01 15:00:00+00:00,1735743600.0
2017-01-01 16:00:00+00:00,-3.03,75.1,296.1,499.69,123.45,241.15,5.79,271.0,101270.0,2025-01-01 16:00:00+00:00,1735747200.0
2017-01-01 17:00:00+00:00,-3.04,72.1,325.05,580.74,112.3,234.95,5.79,269.0,101360.0,2025-01-01 17:00:00+00:00,1735750800.0
2017-01-01 18:00:00+00:00,-2.8,69.35,305.4,620.04,92.6,227.75,5.72,267.0,101460.0,2025-01-01 18:00:00+00:00,1735754400.0
2017-01-01 19:00:00+00:00,-2.46,72.25,209.75,530.66,62.4,212.85,4.62,262.0,101610.0,2025-01-01 19:00:00+00:00,1735758000.0
2017-01-01 20:00:00+00:00,-2.52,72.25,86.65,307.36,33.1,209.2,4.07,262.0,101750.0,2025-01-01 20:00:00+00:00,1735761600.0
2017-01-01 21:00:00+00:00,-3.1,75.1,2.0,0.0,2.0,208.6,3.17,264.0,101860.0,2025-01-01 21:00:00+00:00,1735765200.0
2017-01-01 22:00:00+00:00,-4.02,78.05,0.0,0.0,0.0,208.2,2.28,266.0,101970.0,2025-01-01 22:00:00+00:00,1735768800.0
2017-01-01 23:00:00+00:00,-4.95,81.2,0.0,0.0,0.0,207.65,1.72,258.0,102060.0,2025-01-01 23:00:00+00:00,1735772400.0
2017-01-02 00:00:00+00:00,-6.51,81.05,0.0,0.0,0.0,208.05,1.79,232.0,102170.0,2025-01-02 00:00:00+00:00,1735776000.0
2017-01-02 01:00:00+00:00,-7.24,84.4,0.0,0.0,0.0,213.0,1.72,204.0,102240.0,2025-01-02 01:00:00+00:00,1735779600.0
2017-01-02 02:00:00+00:00,-7.79,84.35,0.0,0.0,0.0,220.4,2.34,180.0,102270.0,2025-01-02 02:00:00+00:00,1735783200.0
2017-01-02 03:00:00+00:00,-7.56,84.35,0.0,0.0,0.0,214.8,2.83,184.0,102300.0,2025-01-02 03:00:00+00:00,1735786800.0
2017-01-02 04:00:00+00:00,-7.2,84.4,0.0,0.0,0.0,213.45,2.76,196.0,102350.0,2025-01-02 04:00:00+00:00,1735790400.0
2017-01-02 05:00:00+00:00,-6.96,84.4,0.0,0.0,0.0,212.5,2.76,216.0,102390.0,2025-01-02 05:00:00+00:00,1735794000.0
2017-01-02 06:00:00+00:00,-7.07,87.95,0.0,0.0,0.0,210.75,2.62,229.0,102440.0,2025-01-02 06:00:00+00:00,1735797600.0
2017-01-02 07:00:00+00:00,-7.37,84.4,0.0,0.0,0.0,213.05,2.41,229.0,102500.0,2025-01-02 07:00:00+00:00,1735801200.0
2017-01-02 08:00:00+00:00,-7.73,87.9,0.0,0.0,0.0,214.8,1.86,231.0,102560.0,2025-01-02 08:00:00+00:00,1735804800.0
2017-01-02 09:00:00+00:00,-7.9,87.9,0.0,0.0,0.0,228.15,1.72,240.0,102590.0,2025-01-02 09:00:00+00:00,1735808400.0
2017-01-02 10:00:00+00:00,-8.01,91.55,0.0,0.0,0.0,234.55,1.72,258.0,102650.0,2025-01-02 10:00:00+00:00,1735812000.0
2017-01-02 11:00:00+00:00,-6.39,91.65,0.0,0.0,0.0,228.15,1.1,261.0,102680.0,2025-01-02 11:00:00+00:00,1735815600.0
2017-01-02 12:00:00+00:00,-6.65,91.65,0.0,0.0,0.0,241.3,0.48,203.0,102720.0,2025-01-02 12:00:00+00:00,1735819200.0
2017-01-02 13:00:00+00:00,-6.9,91.6,78.2,567.54,51.1,247.9,0.9,132.0,102770.0,2025-01-02 13:00:00+00:00,1735822800.0
2017-01-02 14:00:00+00:00,-7.73,91.6,180.6,428.05,103.15,238.4,1.17,123.0,102810.0,2025-01-02 14:00:00+00:00,1735826400.0
2017-01-02 15:00:00+00:00,-6.24,88.0,271.75,469.67,138.9,247.7,1.1,111.0,102850.0,2025-01-02 15:00:00+00:00,1735830000.0
2017-01-02 16:00:00+00:00,-4.47,88.1,348.5,678.21,113.45,245.2,1.17,86.0,102840.0,2025-01-02 16:00:00+00:00,1735833600.0
2017-01-02 17:00:00+00:00,-2.53,81.5,366.55,783.3,78.5,232.2,1.52,60.0,102770.0,2025-01-02 17:00:00+00:00,1735837200.0
2017-01-02 18:00:00+00:00,-1.6,78.45,315.65,709.6,70.9,224.85,2.21,49.0,102680.0,2025-01-02 18:00:00+00:00,1735840800.0
2017-01-02 19:00:00+00:00,-0.36,78.6,215.6,563.39,58.05,226.8,2.48,55.0,102670.0,2025-01-02 19:00:00+00:00,1735844400.0
2017-01-02 20:00:00+00:00,-0.6,81.75,88.25,313.79,32.9,227.4,2.76,55.0,102650.0,2025-01-02 20:00:00+00:00,1735848000.0
2017-01-02 21:00:00+00:00,-1.54,84.95,3.5,27.26,2.35,225.85,2.9,56.0,102670.0,2025-01-02 21:00:00+00:00,1735851600.0
2017-01-02 22:00:00+00:00,-2.63,88.25,0.0,0.0,0.0,223.9,3.1,55.0,102690.0,2025-01-02 22:00:00+00:00,1735855200.0
2017-01-02 23:00:00+00:00,-3.39,88.2,0.0,0.0,0.0,221.6,3.17,57.0,102670.0,2025-01-02 23:00:00+00:00,1735858800.0
2017-01-03 00:00:00+00:00,-4.01,88.15,0.0,0.0,0.0,220.05,3.38,59.0,102570.0,2025-01-03 00:00:00+00:00,1735862400.0
2017-01-03 01:00:00+00:00,-4.36,88.15,0.0,0.0,0.0,219.75,3.24,55.0,102520.0,2025-01-03 01:00:00+00:00,1735866000.0
2017-01-03 02:00:00+00:00,-4.97,91.7,0.0,0.0,0.0,217.9,3.1,48.0,102520.0,2025-01-03 02:00:00+00:00,1735869600.0
2017-01-03 03:00:00+00:00,-5.58,88.0,0.0,0.0,0.0,216.75,3.1,54.0,102450.0,2025-01-03 03:00:00+00:00,1735873200.0
2017-01-03 04:00:00+00:00,-5.81,88.0,0.0,0.0,0.0,225.85,3.1,61.0,102350.0,2025-01-03 04:00:00+00:00,1735876800.0
2017-01-03 05:00:00+00:00,-6.05,88.0,0.0,0.0,0.0,221.75,2.9,61.0,102290.0,2025-01-03 05:00:00+00:00,1735880400.0
2017-01-03 06:00:00+00:00,-5.81,84.5,0.0,0.0,0.0,255.65,2.9,58.0,102230.0,2025-01-03 06:00:00+00:00,1735884000.0
2017-01-03 07:00:00+00:00,-4.97,88.05,0.0,0.0,0.0,275.95,3.31,63.0,102100.0,2025-01-03 07:00:00+00:00,1735887600.0
2017-01-03 08:00:00+00:00,-4.33,81.3,0.0,0.0,0.0,286.8,3.1,62.0,102040.0,2025-01-03 08:00:00+00:00,1735891200.0
2017-01-03 09:00:00+00:00,-4.02,84.65,0.0,0.0,0.0,281.2,3.24,63.0,101980.0,2025-01-03 09:00:00+00:00,1735894800.0
2017-01-03 10:00:00+00:00,-3.33,81.45,0.0,0.0,0.0,295.5,3.38,71.0,101790.0,2025-01-03 10:00:00+00:00,1735898400.0
2017-01-03 11:00:00+00:00,-2.75,84.85,0.0,0.0,0.0,297.85,3.38,67.0,101700.0,2025-01-03 11:00:00+00:00,1735902000.0
2017-01-03 12:00:00+00:00,-2.29,84.85,0.0,0.0,0.0,306.15,3.59,68.0,101630.0,2025-01-03 12:00:00+00:00,1735905600.0
2017-01-03 13:00:00+00:00,-1.82,88.35,18.95,0.0,18.95,306.75,3.72,73.0,101540.0,2025-01-03 13:00:00+00:00,1735909200.0
2017-01-03 14:00:00+00:00,-1.17,88.4,39.85,0.28,39.8,309.45,3.72,76.0,101470.0,2025-01-03 14:00:00+00:00,1735912800.0
2017-01-03 15:00:00+00:00,-0.52,91.95,64.6,2.29,63.95,310.2,3.72,74.0,101390.0,2025-01-03 15:00:00+00:00,1735916400.0
2017-01-03 16:00:00+00:00,0.0,92.0,53.25,0.0,53.25,312.95,3.66,70.0,101290.0,2025-01-03 16:00:00+00:00,1735920000.0
2017-01-03 17:00:00+00:00,0.33,92.0,48.45,0.54,48.25,314.3,3.66,70.0,101150.0,2025-01-03 17:00:00+00:00,1735923600.0
2017-01-03 18:00:00+00:00,0.58,95.65,35.7,0.58,35.5,315.25,3.79,74.0,100990.0,2025-01-03 18:00:00+00:00,1735927200.0
2017-01-03 19:00:00+00:00,1.01,92.05,27.55,0.35,27.45,317.2,3.66,73.0,100820.0,2025-01-03 19:00:00+00:00,1735930800.0
2017-01-03 20:00:00+00:00,0.91,92.05,13.05,0.0,13.05,319.1,3.79,61.0,100700.0,2025-01-03 20:00:00+00:00,1735934400.0
2017-01-03 21:00:00+00:00,0.83,92.05,0.8,0.0,0.8,317.95,4.07,62.0,100620.0,2025-01-03 21:00:00+00:00,1735938000.0
2017-01-03 22:00:00+00:00,0.79,88.55,0.0,0.0,0.0,316.8,4.07,65.0,100550.0,2025-01-03 22:00:00+00:00,1735941600.0
2017-01-03 23:00:00+00:00,0.8,88.55,0.0,0.0,0.0,316.05,4.0,64.0,100440.0,2025-01-03 23:00:00+00:00,1735945200.0
2017-01-04 00:00:00+00:00,0.79,88.55,0.0,0.0,0.0,314.85,3.79,59.0,100330.0,2025-01-04 00:00:00+00:00,1735948800.0
2017-01-04 01:00:00+00:00,0.7,88.55,0.0,0.0,0.0,314.6,3.86,53.0,100170.0,2025-01-04 01:00:00+00:00,1735952400.0
2017-01-04 02:00:00+00:00,0.61,92.0,0.0,0.0,0.0,312.95,4.14,51.0,100000.0,2025-01-04 02:00:00+00:00,1735956000.0
2017-01-04 03:00:00+00:00,0.46,95.65,0.0,0.0,0.0,314.1,4.28,49.0,99850.0,2025-01-04 03:00:00+00:00,1735959600.0
2017-01-04 04:00:00+00:00,0.29,95.65,0.0,0.0,0.0,313.1,4.48,47.0,99730.0,2025-01-04 04:00:00+00:00,1735963200.0
2017-01-04 05:00:00+00:00,0.14,99.4,0.0,0.0,0.0,311.75,4.76,49.0,99580.0,2025-01-04 05:00:00+00:00,1735966800.0
2017-01-04 06:00:00+00:00,0.0,99.4,0.0,0.0,0.0,309.85,4.76,52.0,99440.0,2025-01-04 06:00:00+00:00,1735970400.0
2017-01-04 07:00:00+00:00,0.14,99.4,0.0,0.0,0.0,309.85,3.79,66.0,99320.0,2025-01-04 07:00:00+00:00,1735974000.0
2017-01-04 08:00:00+00:00,0.09,99.4,0.0,0.0,0.0,309.25,3.52,65.0,99190.0,2025-01-04 08:00:00+00:00,1735977600.0
2017-01-04 09:00:00+00:00,0.0,99.4,0.0,0.0,0.0,309.65,3.38,70.0,99050.0,2025-01-04 09:00:00+00:00,1735981200.0
2017-01-04 10:00:00+00:00,-0.1,99.4,0.0,0.0,0.0,309.45,2.97,74.0,98950.0,2025-01-04 10:00:00+00:00,1735984800.0
2017-01-04 11:00:00+00:00,-0.18,95.6,0.0,0.0,0.0,309.05,2.34,76.0,98870.0,2025-01-04 11:00:00+00:00,1735988400.0
2017-01-04 12:00:00+00:00,-0.25,95.6,0.0,0.0,0.0,308.3,1.86,74.0,98820.0,2025-01-04 12:00:00+00:00,1735992000.0
2017-01-04 13:00:00+00:00,-0.28,95.6,19.65,0.0,19.65,309.25,1.24,73.0,98780.0,2025-01-04 13:00:00+00:00,1735995600.0
2017-01-04 14:00:00+00:00,-0.19,99.4,40.05,1.92,39.7,310.05,0.83,69.0,98750.0,2025-01-04 14:00:00+00:00,1735999200.0
2017-01-04 15:00:00+00:00,0.01,99.4,89.2,5.27,87.7,310.6,0.48,103.0,98710.0,2025-01-04 15:00:00+00:00,1736002800.0
2017-01-04 16:00:00+00:00,0.44,99.4,81.0,2.01,80.3,313.5,0.97,195.0,98660.0,2025-01-04 16:00:00+00:00,1736006400.0
2017-01-04 17:00:00+00:00,0.95,95.65,86.85,7.68,84.0,314.85,2.28,223.0,98590.0,2025-01-04 17:00:00+00:00,1736010000.0
2017-01-04 18:00:00+00:00,1.73,92.1,164.4,144.97,113.85,316.2,4.97,235.0,98570.0,2025-01-04 18:00:00+00:00,1736013600.0
2017-01-04 19:00:00+00:00,2.29,85.35,168.35,258.88,94.85,307.1,5.72,240.0,98640.0,2025-01-04 19:00:00+00:00,1736017200.0
2017-01-04 20:00:00+00:00,2.25,82.15,82.8,248.58,37.8,272.1,4.62,239.0,98630.0,2025-01-04 20:00:00+00:00,1736020800.0
2017-01-04 21:00:00+00:00,1.62,85.25,4.15,27.65,2.85,249.85,4.97,232.0,98640.0,2025-01-04 21:00:00+00:00,1736024400.0
2017-01-04 22:00:00+00:00,0.8,85.2,0.0,0.0,0.0,259.3,6.21,230.0,98690.0,2025-01-04 22:00:00+00:00,1736028000.0
2017-01-04 23:00:00+00:00,0.08,85.1,0.0,0.0,0.0,273.25,8.21,237.0,98760.0,2025-01-04 23:00:00+00:00,1736031600.0
2017-01-05 00:00:00+00:00,-0.94,81.7,0.0,0.0,0.0,262.6,8.55,243.0,98890.0,2025-01-05 00:00:00+00:00,1736035200.0
2017-01-05 01:00:00+00:00,-2.05,75.3,0.0,0.0,0.0,246.65,7.86,243.0,98960.0,2025-01-05 01:00:00+00:00,1736038800.0
2017-01-05 02:00:00+00:00,-3.18,72.1,0.0,0.0,0.0,224.1,7.79,242.0,99010.0,2025-01-05 02:00:00+00:00,1736042400.0
2017-01-05 03:00:00+00:00,-4.18,71.95,0.0,0.0,0.0,212.1,7.72,244.0,99080.0,2025-01-05 03:00:00+00:00,1736046000.0
2017-01-05 04:00:00+00:00,-5.04,71.75,0.0,0.0,0.0,204.35,7.38,244.0,99150.0,2025-01-05 04:00:00+00:00,1736049600.0
2017-01-05 05:00:00+00:00,-5.82,68.75,0.0,0.0,0.0,194.7,7.03,243.0,99200.0,2025-01-05 05:00:00+00:00,1736053200.0
2017-01-05 06:00:00+00:00,-6.39,68.65,0.0,0.0,0.0,196.2,6.83,241.0,99240.0,2025-01-05 06:00:00+00:00,1736056800.0
2017-01-05 07:00:00+00:00,-6.84,65.8,0.0,0.0,0.0,198.55,6.48,239.0,99310.0,2025-01-05 07:00:00+00:00,1736060400.0
2017-01-05 08:00:00+00:00,-6.97,65.7,0.0,0.0,0.0,203.75,6.97,240.0,99340.0,2025-01-05 08:00:00+00:00,1736064000.0
2017-01-05 09:00:00+00:00,-6.95,65.7,0.0,0.0,0.0,210.95,7.79,244.0,99380.0,2025-01-05 09:00:00+00:00,1736067600.0
2017-01-05 10:00:00+00:00,-6.84,65.8,0.0,0.0,0.0,227.95,8.34,249.0,99460.0,2025-01-05 10:00:00+00:00,1736071200.0
2017-01-05 11:00:00+00:00,-7.09,68.55,0.0,0.0,0.0,214.6,8.21,255.0,99570.0,2025-01-05 11:00:00+00:00,1736074800.0
2017-01-05 12:00:00+00:00,-7.69,71.4,0.0,0.0,0.0,215.75,7.79,263.0,99740.0,2025-01-05 12:00:00+00:00,1736078400.0
2017-01-05 13:00:00+00:00,-8.46,71.2,77.6,649.2,45.95,215.6,7.52,267.0,99900.0,2025-01-05 13:00:00+00:00,1736082000.0
2017-01-05 14:00:00+00:00,-8.89,68.25,215.95,785.45,72.35,202.4,7.31,268.0,100050.0,2025-01-05 14:00:00+00:00,1736085600.0
2017-01-05 15:00:00+00:00,-8.96,68.15,321.0,810.87,89.3,191.4,6.97,268.0,100120.0,2025-01-05 15:00:00+00:00,1736089200.0
2017-01-05 16:00:00+00:00,-8.54,62.65,345.55,637.68,122.05,187.7,7.31,263.0,100190.0,2025-01-05 16:00:00+00:00,1736092800.0
2017-01-05 17:00:00+00:00,-7.85,60.25,352.0,651.53,109.2,196.6,7.24,261.0,100180.0,2025-01-05 17:00:00+00:00,1736096400.0
2017-01-05 18:00:00+00:00,-7.05,57.85,256.2,342.14,136.2,197.4,7.45,262.0,100180.0,2025-01-05 18:00:00+00:00,1736100000.0
2017-01-05 19:00:00+00:00,-5.83,58.1,189.75,324.58,96.85,222.55,6.69,262.0,100220.0,2025-01-05 19:00:00+00:00,1736103600.0
2017-01-05 20:00:00+00:00,-5.41,60.6,85.65,220.71,45.15,217.15,5.59,264.0,100240.0,2025-01-05 20:00:00+00:00,1736107200.0
2017-01-05 21:00:00+00:00,-5.75,63.25,4.7,25.21,3.45,200.3,4.21,268.0,100280.0,2025-01-05 21:00:00+00:00,1736110800.0
2017-01-05 22:00:00+00:00,-6.51,65.8,0.0,0.0,0.0,202.6,3.45,266.0,100330.0,2025-01-05 22:00:00+00:00,1736114400.0
2017-01-05 23:00:00+00:00,-7.01,68.55,0.0,0.0,0.0,211.9,2.97,259.0,100400.0,2025-01-05 23:00:00+00:00,1736118000.0
2017-01-06 00:00:00+00:00,-7.18,71.5,0.0,0.0,0.0,227.0,2.62,250.0,100430.0,2025-01-06 00:00:00+00:00,1736121600.0
2017-01-06 01:00:00+00:00,-7.38,71.5,0.0,0.0,0.0,224.2,2.69,244.0,100470.0,2025-01-06 01:00:00+00:00,1736125200.0
2017-01-06 02:00:00+00:00,-7.58,77.6,0.0,0.0,0.0,219.85,2.9,246.0,100530.0,2025-01-06 02:00:00+00:00,1736128800.0
2017-01-06 03:00:00+00:00,-7.76,77.6,0.0,0.0,0.0,218.5,2.97,248.0,100590.0,2025-01-06 03:00:00+00:00,1736132400.0
2017-01-06 04:00:00+00:00,-8.05,77.55,0.0,0.0,0.0,211.9,2.97,248.0,100640.0,2025-01-06 04:00:00+00:00,1736136000.0
2017-01-06 05:00:00+00:00,-8.52,77.45,0.0,0.0,0.0,203.6,2.76,251.0,100670.0,2025-01-06 05:00:00+00:00,1736139600.0
2017-01-06 06:00:00+00:00,-9.22,77.35,0.0,0.0,0.0,185.0,2.83,254.0,100690.0,2025-01-06 06:00:00+00:00,1736143200.0
2017-01-06 07:00:00+00:00,-9.17,77.35,0.0,0.0,0.0,191.0,3.17,252.0,100730.0,2025-01-06 07:00:00+00:00,1736146800.0
2017-01-06 08:00:00+00:00,-9.58,80.65,0.0,0.0,0.0,194.5,2.9,258.0,100800.0,2025-01-06 08:00:00+00:00,1736150400.0
2017-01-06 09:00:00+00:00,-10.2,80.55,0.0,0.0,0.0,188.1,2.69,266.0,100850.0,2025-01-06 09:00:00+00:00,1736154000.0
2017-01-06 10:00:00+00:00,-10.83,80.5,0.0,0.0,0.0,183.45,2.55,273.0,100890.0,2025-01-06 10:00:00+00:00,1736157600.0
2017-01-06 11:00:00+00:00,-11.37,83.95,0.0,0.0,0.0,182.7,2.41,280.0,100960.0,2025-01-06 11:00:00+00:00,1736161200.0
2017-01-06 12:00:00+00:00,-11.94,83.9,0.0,0.0,0.0,178.8,2.41,278.0,101030.0,2025-01-06 12:00:00+00:00,1736164800.0
2017-01-06 13:00:00+00:00,-12.47,87.45,101.45,1271.38,38.75,178.05,2.34,280.0,101100.0,2025-01-06 13:00:00+00:00,1736168400.0
2017-01-06 14:00:00+00:00,-12.43,83.8,227.3,871.57,67.2,176.3,2.07,282.0,101190.0,2025-01-06 14:00:00+00:00,1736172000.0
2017-01-06 15:00:00+00:00,-11.53,80.35,310.25,703.62,108.35,181.3,2.07,275.0,101270.0,2025-01-06 15:00:00+00:00,1736175600.0
2017-01-06 16:00:00+00:00,-10.36,74.0,351.65,701.63,104.65,196.2,2.07,275.0,101340.0,2025-01-06 16:00:00+00:00,1736179200.0
2017-01-06 17:00:00+00:00,-9.43,74.1,352.4,605.55,125.6,196.05,2.21,279.0,101310.0,2025-01-06 17:00:00+00:00,1736182800.0
2017-01-06 18:00:00+00:00,-8.45,71.2,285.05,428.3,133.9,199.15,2.62,275.0,101320.0,2025-01-06 18:00:00+00:00,1736186400.0
2017-01-06 19:00:00+00:00,-7.72,68.45,187.45,374.71,79.3,202.8,2.69,276.0,101380.0,2025-01-06 19:00:00+00:00,1736190000.0
2017-01-06 20:00:00+00:00,-7.62,71.4,94.15,305.0,37.4,207.65,2.0,288.0,101400.0,2025-01-06 20:00:00+00:00,1736193600.0
2017-01-06 21:00:00+00:00,-8.14,74.35,5.7,44.04,3.4,192.35,1.72,299.0,101460.0,2025-01-06 21:00:00+00:00,1736197200.0
2017-01-06 22:00:00+00:00,-9.27,74.15,0.0,0.0,0.0,182.3,1.86,308.0,101550.0,2025-01-06 22:00:00+00:00,1736200800.0
2017-01-06 23:00:00+00:00,-10.44,80.5,0.0,0.0,0.0,179.6,2.14,317.0,101620.0,2025-01-06 23:00:00+00:00,1736204400.0
2017-01-07 00:00:00+00:00,-11.6,80.35,0.0,0.0,0.0,178.05,2.21,318.0,101720.0,2025-01-07 00:00:00+00:00,1736208000.0
2017-01-07 01:00:00+00:00,-12.73,83.75,0.0,0.0,0.0,177.35,1.79,312.0,101820.0,2025-01-07 01:00:00+00:00,1736211600.0
2017-01-07 02:00:00+00:00,-11.76,80.35,0.0,0.0,0.0,176.3,1.03,302.0,101880.0,2025-01-07 02:00:00+00:00,1736215200.0
2017-01-07 03:00:00+00:00,-12.32,83.8,0.0,0.0,0.0,175.3,0.34,237.0,101940.0,2025-01-07 03:00:00+00:00,1736218800.0
2017-01-07 04:00:00+00:00,-12.68,87.45,0.0,0.0,0.0,175.15,0.48,180.0,101980.0,2025-01-07 04:00:00+00:00,1736222400.0
2017-01-07 05:00:00+00:00,-12.97,91.25,0.0,0.0,0.0,175.15,0.21,115.0,102000.0,2025-01-07 05:00:00+00:00,1736226000.0
2017-01-07 06:00:00+00:00,-13.36,87.4,0.0,0.0,0.0,173.4,0.34,55.0,102060.0,2025-01-07 06:00:00+00:00,1736229600.0
2017-01-07 07:00:00+00:00,-14.51,91.15,0.0,0.0,0.0,182.85,1.1,200.0,102120.0,2025-01-07 07:00:00+00:00,1736233200.0
2017-01-07 08:00:00+00:00,-14.51,91.15,0.0,0.0,0.0,184.05,0.62,236.0,102130.0,2025-01-07 08:00:00+00:00,1736236800.0
2017-01-07 09:00:00+00:00,-14.94,87.25,0.0,0.0,0.0,183.45,0.83,291.0,102130.0,2025-01-07 09:00:00+00:00,1736240400.0
2017-01-07 10:00:00+00:00,-15.3,87.2,0.0,0.0,0.0,186.15,1.17,291.0,102200.0,2025-01-07 10:00:00+00:00,1736244000.0
2017-01-07 11:00:00+00:00,-15.99,87.1,0.0,0.0,0.0,190.2,1.24,300.0,102260.0,2025-01-07 11:00:00+00:00,1736247600.0
2017-01-07 12:00:00+00:00,-16.88,87.1,0.0,0.0,0.0,201.85,1.17,295.0,102340.0,2025-01-07 12:00:00+00:00,1736251200.0
2017-01-07 13:00:00+00:00,-17.39,83.3,84.85,777.08,46.0,208.6,1.17,302.0,102360.0,2025-01-07 13:00:00+00:00,1736254800.0
2017-01-07 14:00:00+00:00,-17.57,83.25,148.8,353.86,83.45,205.3,1.1,330.0,102350.0,2025-01-07 14:00:00+00:00,1736258400.0
2017-01-07 15:00:00+00:00,-16.38,83.35,179.9,251.5,107.4,205.9,0.41,320.0,102390.0,2025-01-07 15:00:00+00:00,1736262000.0
2017-01-07 16:00:00+00:00,-15.44,79.85,302.95,373.34,170.9,219.05,0.55,330.0,102440.0,2025-01-07 16:00:00+00:00,1736265600.0
2017-01-07 17:00:00+00:00,-14.19,80.0,305.45,356.68,171.15,208.4,1.31,349.0,102360.0,2025-01-07 17:00:00+00:00,1736269200.0
2017-01-07 18:00:00+00:00,-13.57,80.1,289.95,416.4,142.05,202.6,1.86,8.0,102260.0,2025-01-07 18:00:00+00:00,1736272800.0
2017-01-07 19:00:00+00:00,-11.95,67.5,223.0,504.75,76.05,192.35,1.72,349.0,102230.0,2025-01-07 19:00:00+00:00,1736276400.0
2017-01-07 20:00:00+00:00,-11.97,64.6,102.8,323.75,41.7,180.15,1.66,9.0,102140.0,2025-01-07 20:00:00+00:00,1736280000.0
2017-01-07 21:00:00+00:00,-12.54,70.4,6.15,30.93,4.45,172.25,1.59,30.0,102160.0,2025-01-07 21:00:00+00:00,1736283600.0
2017-01-07 22:00:00+00:00,-13.52,76.65,0.0,0.0,0.0,172.4,1.66,57.0,102170.0,2025-01-07 22:00:00+00:00,1736287200.0
2017-01-07 23:00:00+00:00,-14.5,79.95,0.0,0.0,0.0,173.2,1.93,84.0,102200.0,2025-01-07 23:00:00+00:00,1736290800.0
2017-01-08 00:00:00+00:00,-15.41,79.85,0.0,0.0,0.0,172.25,1.86,81.0,102140.0,2025-01-08 00:00:00+00:00,1736294400.0
2017-01-08 01:00:00+00:00,-16.56,87.1,0.0,0.0,0.0,163.05,1.86,60.0,102070.0,2025-01-08 01:00:00+00:00,1736298000.0
2017-01-08 02:00:00+00:00,-17.64,83.25,0.0,0.0,0.0,164.3,1.93,43.0,102000.0,2025-01-08 02:00:00+00:00,1736301600.0
2017-01-08 03:00:00+00:00,-18.59,86.95,0.0,0.0,0.0,161.6,2.07,38.0,101980.0,2025-01-08 03:00:00+00:00,1736305200.0
2017-01-08 04:00:00+00:00,-19.36,86.85,0.0,0.0,0.0,161.0,2.14,32.0,101950.0,2025-01-08 04:00:00+00:00,1736308800.0
2017-01-08 05:00:00+00:00,-20.04,86.8,0.0,0.0,0.0,162.95,2.14,24.0,101910.0,2025-01-08 05:00:00+00:00,1736312400.0
2017-01-08 06:00:00+00:00,-20.84,82.85,0.0,0.0,0.0,160.05,2.07,15.0,101840.0,2025-01-08 06:00:00+00:00,1736316000.0
2017-01-08 07:00:00+00:00,-21.22,82.8,0.0,0.0,0.0,154.25,1.93,20.0,101830.0,2025-01-08 07:00:00+00:00,1736319600.0
