horizon_azimuth,horizon_elevation
0.0,3.1
7.5,2.7
15.0,3.1
22.5,3.1
30.0,3.1
37.5,2.7
45.0,3.4
52.5,3.4
60.0,3.8
67.5,4.2
75.0,3.8
82.5,2.3
90.0,2.3
97.5,3.1
105.0,6.1
112.5,8.4
120.0,11.8
127.5,11.8
135.0,11.8
142.5,11.8
150.0,15.3
157.5,15.3
165.0,15.3
172.5,15.3
180.0,15.3
187.5,15.3
195.0,15.3
202.5,15.3
210.0,15.3
217.5,10.3
225.0,10.3
232.5,9.9
240.0,9.9
247.5,6.9
255.0,4.6
262.5,4.6
270.0,4.6
277.5,4.6
285.0,4.6
292.5,3.4
300.0,3.4
307.5,3.4
315.0,3.4
322.5,3.4
330.0,1.5
337.5,2.3
345.0,2.7
352.5,3.1
