horizon_azimuth,horizon_elevation
0.0,0.0
7.5,0.0
15.0,0.0
22.5,0.0
30.0,0.0
37.5,0.0
45.0,0.0
52.5,0.0
60.0,0.0
67.5,0.0
75.0,0.0
82.5,0.4
90.0,0.0
97.5,0.0
105.0,0.0
112.5,2.3
120.0,5.0
127.5,5.0
135.0,8.0
142.5,11.5
150.0,13.0
157.5,13.0
165.0,13.8
172.5,13.8
180.0,13.4
187.5,12.6
195.0,12.6
202.5,11.5
210.0,11.5
217.5,9.9
225.0,9.9
232.5,9.2
240.0,8.4
247.5,7.6
255.0,7.3
262.5,6.9
270.0,6.9
277.5,6.9
285.0,6.9
292.5,6.9
300.0,6.9
307.5,6.9
315.0,6.9
322.5,6.9
330.0,0.0
337.5,0.0
345.0,0.0
352.5,0.0
