horizon_azimuth,horizon_elevation
0.0,0.0
7.5,0.0
15.0,0.0
22.5,0.0
30.0,0.0
37.5,0.0
45.0,0.0
52.5,0.0
60.0,0.0
67.5,0.0
75.0,0.0
82.5,0.4
90.0,0.0
97.5,0.0
105.0,0.0
112.5,0.4
120.0,3.4
127.5,3.4
135.0,5.0
142.5,7.3
150.0,9.5
157.5,10.3
165.0,11.1
172.5,10.7
180.0,10.3
187.5,9.9
195.0,9.2
202.5,9.2
210.0,9.9
217.5,9.9
225.0,9.9
232.5,9.9
240.0,9.9
247.5,9.9
255.0,7.3
262.5,3.4
270.0,3.4
277.5,3.4
285.0,3.4
292.5,3.4
300.0,3.4
307.5,3.4
315.0,3.4
322.5,3.4
330.0,0.0
337.5,0.0
345.0,0.0
352.5,0.0
