horizon_azimuth,horizon_elevation
0.0,1.9
7.5,2.3
15.0,2.7
22.5,3.1
30.0,3.4
37.5,3.4
45.0,3.4
52.5,3.4
60.0,3.4
67.5,3.4
75.0,3.4
82.5,3.4
90.0,3.4
97.5,3.8
105.0,7.3
112.5,8.0
120.0,8.4
127.5,11.1
135.0,12.6
142.5,12.6
150.0,12.6
157.5,11.5
165.0,11.5
172.5,11.1
180.0,8.0
187.5,5.7
195.0,5.0
202.5,2.7
210.0,2.3
217.5,0.0
225.0,0.0
232.5,0.0
240.0,0.0
247.5,0.0
255.0,0.0
262.5,0.0
270.0,0.0
277.5,0.0
285.0,0.0
292.5,0.0
300.0,0.0
307.5,0.0
315.0,0.0
322.5,0.0
330.0,0.0
337.5,0.8
345.0,1.1
352.5,1.1
