lat,long,altitude,Dlat,Dlong,Daltitude,position,distance,direction,Dposition,slope,TMY_GridID,Horizon_GridID,timezone
45.51310015303088,-73.52733181478494,0.0,0.0,0.0,-17.632698070846498,0.0,0.0,0.0,100.0,-0.1745329251994329,183;-295,54616;-88233,America/Toronto
45.51310015303088,-73.52733181478494,-17.632698070846498,0.0,0.0,-17.632698070846498,100.0,101.5426611885745,0.0,100.0,-0.1745329251994329,183;-295,54616;-88233,America/Toronto
