horizon_azimuth,horizon_elevation
0.0,1.1
7.5,1.1
15.0,1.1
22.5,1.1
30.0,1.1
37.5,0.8
45.0,0.8
52.5,0.8
60.0,0.8
67.5,0.8
75.0,0.8
82.5,0.8
90.0,0.8
97.5,0.8
105.0,0.8
112.5,0.8
120.0,0.8
127.5,0.8
135.0,1.1
142.5,1.1
150.0,0.8
157.5,0.0
165.0,0.0
172.5,0.8
180.0,0.8
187.5,0.8
195.0,0.4
202.5,0.4
210.0,0.4
217.5,0.4
225.0,0.4
232.5,0.4
240.0,0.4
247.5,0.4
255.0,0.8
262.5,1.5
270.0,1.9
277.5,2.3
285.0,1.5
292.5,0.8
300.0,0.4
307.5,0.4
315.0,0.4
322.5,0.4
330.0,1.1
337.5,1.1
345.0,1.1
352.5,1.1
