horizon_azimuth,horizon_elevation
0.0,0.4
7.5,0.4
15.0,0.4
22.5,0.4
30.0,0.4
37.5,1.9
45.0,1.9
52.5,1.9
60.0,1.9
67.5,1.9
75.0,1.9
82.5,1.9
90.0,1.9
97.5,1.9
105.0,1.9
112.5,1.9
120.0,1.9
127.5,1.9
135.0,1.9
142.5,1.9
150.0,0.0
157.5,0.0
165.0,0.0
172.5,0.0
180.0,0.0
187.5,0.0
195.0,0.4
202.5,0.0
210.0,0.0
217.5,0.4
225.0,0.4
232.5,0.4
240.0,0.4
247.5,0.4
255.0,0.8
262.5,1.5
270.0,1.9
277.5,1.9
285.0,2.3
292.5,0.8
300.0,0.4
307.5,0.4
315.0,0.4
322.5,0.4
330.0,0.4
337.5,0.4
345.0,0.8
352.5,0.4
