horizon_azimuth,horizon_elevation
0.0,3.8
7.5,3.8
15.0,3.8
22.5,3.8
30.0,3.8
37.5,5.3
45.0,5.3
52.5,5.3
60.0,5.3
67.5,5.3
75.0,5.3
82.5,5.3
90.0,5.3
97.5,5.3
105.0,5.3
112.5,5.3
120.0,5.3
127.5,5.3
135.0,5.3
142.5,5.3
150.0,0.0
157.5,0.0
165.0,0.0
172.5,0.0
180.0,0.0
187.5,0.0
195.0,0.4
202.5,0.4
210.0,0.4
217.5,0.4
225.0,0.4
232.5,0.4
240.0,0.4
247.5,0.4
255.0,1.1
262.5,1.9
270.0,2.3
277.5,2.7
285.0,1.5
292.5,0.8
300.0,0.8
307.5,0.8
315.0,0.4
322.5,0.4
330.0,3.8
337.5,3.8
345.0,3.8
352.5,3.8
