type	latitude	longitude	altitude (m)
T	45.459210000	-73.610656700	20.9		
T	45.459178000	-73.610773200	20.9		
T	45.458995000	-73.611438700	20.8		
T	45.458947000	-73.611613800	20.7		
T	45.458867400	-73.611828500	20.5		
T	45.458813900	-73.611941600	20.7		
T	45.458743700	-73.612089800	20.9		
T	45.458712800	-73.612153800	20.8		
T	45.458659200	-73.612264800	20.8		
T	45.458621500	-73.612349000	20.7		
T	45.458613800	-73.612367800	20.7		
T	45.458523600	-73.612589400	20.8		
T	45.458444900	-73.612791500	21.0		
T	45.458436600	-73.612814100	21.0		
T	45.458375300	-73.612981500	20.8		
T	45.458338800	-73.613110100	20.6		
T	45.458311000	-73.613249600	20.5		
T	45.458283200	-73.613364500	20.6		
T	45.458248600	-73.613449300	20.8		
T	45.458190700	-73.613600300	20.9		
T	45.458125800	-73.613754300	20.9		
T	45.458016800	-73.613994500	20.9		
T	45.457906100	-73.614230300	20.9		
T	45.457804400	-73.614486000	20.9		
T	45.457752600	-73.614644700	20.9		
T	45.457688600	-73.614850400	20.9		
T	45.457615700	-73.615084700	21.0		
T	45.457613500	-73.615091900	21.0		
T	45.457534800	-73.615313700	20.6		
T	45.457491700	-73.615435200	20.5		
T	45.457451600	-73.615541100	20.5		
T	45.457412400	-73.615644500	20.5		
T	45.457360100	-73.615761700	20.5		
T	45.457263600	-73.615978100	20.7		
T	45.457198400	-73.616124400	20.6		
T	45.457138300	-73.616242700	20.7		
T	45.457060600	-73.616357700	20.8		
T	45.456957800	-73.616528200	20.7		
T	45.456831800	-73.616795100	20.9		
T	45.456812300	-73.616836500	20.9		
T	45.456751400	-73.617000400	20.5		
T	45.456700400	-73.617200100	20.4		
T	45.456669400	-73.617305200	20.5		
T	45.456581900	-73.617569400	20.5		
T	45.456562600	-73.617617700	20.5		
T	45.456519100	-73.617688300	20.6		
T	45.456461900	-73.617748800	20.7		
T	45.456429600	-73.617783100	20.7		
T	45.456387300	-73.617853700	20.8		
T	45.456348200	-73.617944000	20.8		
T	45.456332900	-73.617979500	20.8		
T	45.456300300	-73.618069100	20.9		
T	45.456278400	-73.618103300	20.9		
T	45.456242000	-73.618146500	20.9		
T	45.456133700	-73.618274800	20.9		
T	45.456104800	-73.618312200	20.8		
T	45.456036300	-73.618400800	20.8		
T	45.455945000	-73.618543000	20.9		
T	45.455938800	-73.618552700	20.9		
T	45.455891600	-73.618639600	20.9		
T	45.455867000	-73.618694600	20.9		
T	45.455813900	-73.618813300	20.8		
T	45.455774000	-73.618913900	20.8		
T	45.455685400	-73.619137100	20.8		
T	45.455670800	-73.619173700	20.9		
T	45.455595600	-73.619359300	20.9		
T	45.455545900	-73.619482000	20.9		
T	45.455503500	-73.619579500	20.9		
T	45.455341800	-73.619951000	21.6		
T	45.455313700	-73.620015100	21.7		
T	45.455232200	-73.620200600	21.9		
T	45.455217200	-73.620231500	21.9		
T	45.455114900	-73.620442300	21.9		
T	45.455078300	-73.620517600	21.9		
T	45.454901700	-73.620855300	21.9		
T	45.454886400	-73.620884500	21.9		
T	45.454688400	-73.621268300	21.9		
T	45.454632100	-73.621377400	21.9		
T	45.454536100	-73.621561900	21.9		
T	45.454470700	-73.621676300	21.9		
T	45.454357000	-73.621875100	21.9		
T	45.454313800	-73.621950600	21.9		
T	45.454155400	-73.622208900	21.9		
T	45.454000000	-73.622436900	21.9		
T	45.453871300	-73.622631000	21.9		
T	45.453814200	-73.622717000	21.9		
T	45.453669600	-73.622921100	21.9		
T	45.453619000	-73.622996700	21.9		
T	45.453494900	-73.623182000	21.9		
T	45.453445700	-73.623255400	21.9		
T	45.453372200	-73.623369700	21.9		
T	45.453345100	-73.623411800	21.9		
T	45.453339700	-73.623419600	21.9		
T	45.453121200	-73.623733100	21.9		
T	45.452995200	-73.623919900	21.9		
T	45.452870600	-73.624104800	21.9		
T	45.452837500	-73.624153900	21.9		
T	45.452648300	-73.624421300	21.9		
T	45.452364200	-73.624755700	21.9		
T	45.452213100	-73.624962400	21.9		
T	45.452051600	-73.625205600	21.9		
T	45.451960800	-73.625342300	21.9		
T	45.451954400	-73.625351900	21.9		
T	45.451753700	-73.625646600	21.9		
T	45.451594600	-73.625906900	21.9		
T	45.451513400	-73.626039900	21.9		
T	45.451475700	-73.626099200	21.9		
T	45.451354800	-73.626289100	21.9		
T	45.451322700	-73.626339600	21.9		
T	45.451234000	-73.626479000	21.9		
T	45.451187400	-73.626552300	21.9		
T	45.451106500	-73.626659500	21.9		
T	45.451010200	-73.626787300	21.9		
T	45.450834600	-73.626995000	21.9		
T	45.450572100	-73.627305700	21.9		
T	45.450236400	-73.627679700	21.9		
T	45.450034400	-73.627851500	21.9		
T	45.449978400	-73.627896300	21.9		
T	45.449664600	-73.628147100	21.9		
T	45.449577500	-73.628216800	21.9		
T	45.449511100	-73.628280300	21.9		
T	45.449404600	-73.628382300	21.9		
T	45.449363200	-73.628426100	21.9		
T	45.449249900	-73.628546000	21.9		
T	45.449079400	-73.628741000	21.9		
T	45.449054000	-73.628770000	21.9		
T	45.448941700	-73.628906000	21.9		
T	45.448910200	-73.628944100	21.9		
T	45.448820700	-73.629031900	21.9		
T	45.448794000	-73.629052300	21.9		
T	45.448627300	-73.629180100	21.9		
T	45.448363700	-73.629435200	21.9		
T	45.448290000	-73.629524800	21.9		
T	45.448054200	-73.629824600	21.9		
T	45.447898300	-73.630038300	21.9		
T	45.447587400	-73.630497300	21.9		
T	45.447392400	-73.630807800	21.9		
T	45.447330700	-73.630922600	21.9		
T	45.447173000	-73.631216000	21.9		
T	45.446908000	-73.631765200	21.9		
T	45.446664300	-73.632331900	21.9		
T	45.446487600	-73.632703200	21.9		
T	45.446430300	-73.632838300	21.9		
T	45.446244000	-73.633277000	21.9		
T	45.446237800	-73.633291600	21.9		
T	45.446169600	-73.633456500	21.9		
T	45.446155200	-73.633499700	21.9		
T	45.446077900	-73.633732300	21.9		
T	45.446010800	-73.633887600	21.9		
T	45.445984300	-73.633950000	21.9		
T	45.445925500	-73.634088400	21.9		
T	45.445836800	-73.634356800	21.9		
T	45.445724500	-73.634683300	21.9		
T	45.445624500	-73.634915000	21.7		
T	45.445557800	-73.635076800	21.2		
T	45.445496700	-73.635224800	20.9		
T	45.445465100	-73.635296400	20.9		
T	45.445376500	-73.635497400	20.9		
T	45.445254800	-73.635777900	21.0		
T	45.445182300	-73.636005400	20.9		
T	45.445120000	-73.636194100	20.9		
T	45.445106100	-73.636236300	20.9		
T	45.444985200	-73.636537900	21.1		
T	45.444951200	-73.636646200	21.0		
T	45.444909000	-73.636780800	20.7		
T	45.444869400	-73.636874100	20.8		
T	45.444846200	-73.636929000	20.9		
T	45.444679300	-73.637380500	21.9		
T	45.444620400	-73.637556100	21.9		
T	45.444493100	-73.637935400	21.9		
T	45.444369800	-73.638243900	21.9		
T	45.444294900	-73.638507500	21.9		
T	45.444222300	-73.638667800	21.9		
T	45.444211900	-73.638695100	21.9		
T	45.443969600	-73.639331200	21.9		
T	45.443952800	-73.639369800	21.9		
T	45.443870500	-73.639558700	21.9		
T	45.443858500	-73.639587900	21.9		
T	45.443619000	-73.640172200	21.9		
T	45.443585900	-73.640251700	21.9		
T	45.443310500	-73.640913000	21.9		
T	45.443218600	-73.641133500	21.9		
T	45.443126800	-73.641353900	21.9		
T	45.443082200	-73.641461100	21.9		
T	45.443035100	-73.641574400	21.9		
T	45.442943500	-73.641795000	21.9		
T	45.442871800	-73.641967800	21.9		
T	45.442760800	-73.642236700	21.9		
T	45.442735200	-73.642298600	21.9		
T	45.442676400	-73.642463000	21.9		
T	45.442634800	-73.642579500	21.9		
T	45.442589500	-73.642687300	21.9		
T	45.442458300	-73.643000000	21.9		
T	45.442367600	-73.643243000	21.9		
T	45.442320300	-73.643353400	21.9		
T	45.442270900	-73.643468700	21.9		
T	45.442134300	-73.643789200	21.9		
T	45.442009800	-73.644135600	21.9		
T	45.441903700	-73.644486900	21.9		
T	45.441761500	-73.644957900	21.9		
T	45.441723300	-73.644972600	21.9		
T	45.441701800	-73.645002200	21.9		
T	45.441681500	-73.645030100	21.9		
T	45.441257300	-73.646062600	21.9		
T	45.440936400	-73.645830900	21.9		
T	45.440830400	-73.645754300	22.0		
T	45.440863400	-73.645607800	22.1		
T	45.440867300	-73.645574300	22.1		
T	45.440864300	-73.645545200	22.1		
