lat,long,altitude,Dlat,Dlong,Daltitude,position,distance,direction,Dposition,slope,TMY_GridID,Horizon_GridID,timezone
45.50187,-73.5281,10.5,1.4999999997655776e-05,0.0003600000000005,0.1500000000000003,2708.249219280046,2708.3835560810567,0.0416425790920207,40.05065091082702,0.0037452399710605,183;-295,54603;-88234,America/Toronto
45.50247,-73.52807,10.5,9.999999996068707e-06,0.0003250000000001,-0.0499999999999998,2775.007129904642,2775.141466705653,0.030759526058372,36.18600677583413,-0.0013817487099155,183;-295,54603;-88234,America/Toronto
45.50252,-73.52808,10.4,3.0000000002416986e-05,5.499999999969418e-05,-0.0999999999999996,2780.621232831714,2780.756460176331,0.4993467217163361,7.1161323330106825,-0.0140516524430405,183;-295,54604;-88234,America/Toronto
45.50258,-73.52801,10.3,-9.999999996068707e-06,3.500000000045134e-05,-0.0499999999999998,2789.2393945706635,2789.375202065881,-0.2782996588978596,7.859906072316562,-0.0063613133668124,183;-295,54604;-88234,America/Toronto
45.50259,-73.5281,10.3,-5.5000000003246896e-05,2.999999999886427e-05,-0.0500000000000007,2796.341044976348,2796.476852471565,-1.0714496051554985,6.4378764031826,-0.0077663800276742,183;-295,54604;-88234,America/Toronto
45.50264,-73.52812,10.2,-2.5000000000829917e-05,4.500000000007276e-05,-0.1000000000000005,2802.1151473770287,2802.251820742781,-0.5070985044057434,5.399481215106334,-0.0185181807266368,183;-295,54604;-88234,America/Toronto
45.50268,-73.52815,10.1,-4.500000000007276e-05,4.500000000007276e-05,-0.0499999999999998,2807.14000740656,2807.2776757264014,-0.7853981633974483,6.1447854027831,-0.0081368010856194,183;-295,54604;-88234,America/Toronto
45.50273,-73.52821,10.1,-5.5000000003246896e-05,3.500000000045134e-05,-0.0499999999999998,2814.404718182595,2814.5423865024363,-1.0040671092922886,5.875673388116638,-0.0085094575283072,183;-295,54604;-88234,America/Toronto
45.50275,-73.52826,10.0,-5.000000000165983e-05,1.999999999924285e-05,-0.0499999999999998,2818.8913541827933,2819.0301367849584,-1.1902899497070332,4.4866353984607485,-0.0111437471120763,183;-295,54604;-88234,America/Toronto
45.50277,-73.52831,10.0,-5.499999999614147e-05,1.999999999924285e-05,-0.0499999999999998,2823.3779889795164,2823.516771581681,-1.2220253232006169,4.832280018657457,-0.0103467132601934,183;-295,54604;-88234,America/Toronto
45.50279,-73.52837,9.9,-5.999999999772854e-05,1.5000000001208493e-05,-0.0499999999999998,2828.555914220108,2828.6956623699834,-1.325817663640168,4.99216905365688,-0.0100153515763671,183;-295,54604;-88235,America/Toronto
45.5028,-73.52843,9.9,-8.500000000566388e-05,0.0,0.0,2833.36232708683,2833.5020752367054,-1.5707963267948966,6.7254659310160605,0.0,183;-295,54604;-88235,America/Toronto
45.50279,-73.52854,9.9,-0.0001150000000009,-1.999999999924285e-05,0.0,2842.0068460821403,2842.146594232016,-1.742987141310013,9.286850027759328,0.0,183;-295,54604;-88235,America/Toronto
45.50276,-73.52866,9.9,-0.0001149999999938,-2.49999999972772e-05,-0.0499999999999998,2851.936027142349,2852.075775292224,-1.784857010347175,9.39282718931895,-0.0053231606122435,183;-295,54604;-88235,America/Toronto
